seasonality,lead_time_vec,discount,cnt_rate
1,-36,67.125,0.010041903373444088
1,-35,71.33898305084746,0.009046458331545376
1,-34,71.56140350877193,0.010134189721249659
1,-33,69.69248826291079,0.009391793337951319
1,-32,70.55932203389831,0.009394407543608029
1,-31,71.34210526315789,0.009711438697082546
1,-30,71.44662921348315,0.010142457595512038
1,-29,72.33011049723757,0.010402681118589765
1,-28,71.67826825127335,0.010448420222948313
1,-27,73.74845679012346,0.010856760549779378
1,-26,72.24757281553399,0.011679969363567754
1,-25,72.23367697594502,0.010494606823092067
1,-24,72.56267806267805,0.01095867864580465
1,-23,73.39901129943503,0.011841435861811364
1,-22,71.80243764172336,0.011264202364360416
1,-21,71.83178053830228,0.011667436081384902
1,-20,72.86912393162393,0.012115664080761132
1,-19,73.19818376068375,0.011971092348774422
1,-18,72.19594594594595,0.011976000009719353
1,-17,71.57455197132616,0.012531680700926362
1,-16,72.70137457044673,0.013274956264388831
1,-15,74.14112903225805,0.012995572510120986
1,-14,73.71897759103642,0.0132043599557544
1,-13,74.42463479415673,0.012774730016158647
1,-12,73.42390180878554,0.012771794125162859
1,-11,73.603835978836,0.013518001565541202
1,-10,73.62704402515722,0.014159221909139154
1,-9,73.47154031287606,0.014240132236200612
1,-8,74.14152958152957,0.014765269562684712
1,-7,73.75977550440464,0.01680970051467784
1,-6,73.69810665618449,0.018638560795819607
1,-5,74.04172903785661,0.019507200731769394
1,-4,73.91891216005003,0.01987439005460827
1,-3,73.925984962406,0.022507238941094836
1,-2,74.02910874642743,0.024102616394253693
1,-1,73.8737455187236,0.038372647667578384
1,0,76.05657674617342,0.07095217260381641
2,-36,68.75,0.009611080183028083
2,-35,66.24,0.009542574414666903
2,-34,68.70588235294117,0.009247319151280478
2,-33,70.24242424242425,0.010407938365842936
2,-32,71.15853658536585,0.010377686851237893
2,-31,73.11206896551724,0.010211912651001045
2,-30,68.21232876712328,0.010769307869465559
2,-29,69.0,0.01059542845988545
2,-28,70.16501035196687,0.011669246102024458
2,-27,71.62345679012346,0.012032859366382258
2,-26,67.45652173913044,0.01178503442999924
2,-25,70.03252032520325,0.01142404964786855
2,-24,71.79545454545455,0.011032759546416792
2,-23,68.9,0.01133417042510095
2,-22,69.42534722222223,0.012962575735126469
2,-21,69.8108108108108,0.011441722501366412
2,-20,70.28571428571429,0.011417031548726274
2,-19,69.55813953488372,0.010114013545474749
2,-18,71.36723163841806,0.01287976123813328
2,-17,69.51785714285714,0.013236292826670163
2,-16,70.32835820895522,0.0139791999380203
2,-15,69.29807692307692,0.013951170875677496
2,-14,70.8204081632653,0.012134977611141847
2,-13,70.79320987654322,0.014415488485076464
2,-12,68.13841807909606,0.014322357218256743
2,-11,69.60264227642277,0.015331296700604381
2,-10,70.38822055137844,0.016960069628209302
2,-9,70.35046082949309,0.016905993057011754
2,-8,70.65800865800867,0.018228248041171662
2,-7,71.87833333333334,0.015858171537767706
2,-6,71.06688596491227,0.016629413754574374
2,-5,71.71211361737677,0.021074814885643233
2,-4,71.90833333333336,0.02314290304084502
2,-3,71.5873015873016,0.024055613594539296
2,-2,71.36900584795322,0.022228722544295604
2,-1,70.85273302303376,0.03458286694298377
2,0,73.75695133857964,0.05480939567507688
3,-36,50.670731707317074,0.009784941238630851
3,-35,49.67741935483871,0.009408923109421432
3,-34,50.935483870967744,0.00916171140600968
3,-33,45.19642857142857,0.00872915927701884
3,-32,50.72222222222222,0.009175244276437905
3,-31,52.6764705882353,0.00958234163137002
3,-30,52.224489795918366,0.010188116438152168
3,-29,52.52320675105485,0.009451225463736064
3,-28,51.287234042553195,0.009595769572246325
3,-27,53.111111111111114,0.01095025006955045
3,-26,46.78125,0.008873959955781982
3,-25,52.71052631578947,0.01050080818345153
3,-24,51.46153846153846,0.011581523972983766
3,-23,53.68478260869565,0.011747408604608888
3,-22,53.43817204301075,0.012845937927820331
3,-21,53.38095238095238,0.012031661827493524
3,-20,56.02777777777778,0.011190896630249855
3,-19,51.46296296296296,0.011256725037218992
3,-18,55.109195402298845,0.012160423892455327
3,-17,51.73504273504274,0.010692774498868666
3,-16,51.31510416666667,0.012570337475748017
3,-15,51.413978494623656,0.013702110084672032
3,-14,57.91935483870967,0.014778268065082234
3,-13,51.477777777777774,0.011037197577821848
3,-12,55.37962962962963,0.011700639391000918
3,-11,55.30634920634921,0.01674647438436209
3,-10,55.80677361853832,0.020887457749014036
3,-9,55.67962962962963,0.014921604881063246
3,-8,58.37279541446208,0.017789629232464084
3,-7,57.718714927048254,0.016518557998838595
3,-6,56.35333333333333,0.01519232768400454
3,-5,59.04197530864197,0.01470857567463421
3,-4,60.0559126984127,0.021824188467326342
3,-3,57.99417989417989,0.0182706134755308
3,-2,56.99626436781608,0.020819887763879986
3,-1,58.71623766623767,0.027034835736103845
3,0,63.897031388956265,0.0499326597430191
4,-36,35.5,0.009125531304139588
4,-35,31.541666666666668,0.008440870391908117
4,-34,35.06578947368421,0.008460119453547294
4,-33,33.23529411764706,0.008214355573670812
4,-32,34.83991228070175,0.009375259542618726
4,-31,33.257425742574256,0.009385314545017818
4,-30,30.598258706467657,0.011111039801565498
4,-29,34.86053433001107,0.010750488599265804
4,-28,34.586789554531485,0.012032619751038193
4,-27,35.12222222222222,0.01352093013943719
4,-26,32.57222222222222,0.013673699499292894
4,-25,32.13157894736842,0.014340169739794965
4,-24,36.36274509803921,0.014149998377977495
4,-23,31.876126126126128,0.014132752832443234
4,-22,30.919047619047614,0.01354770368186261
4,-21,29.27845528455284,0.014234138004557601
4,-20,32.98947368421052,0.01317672549680588
4,-19,36.99074074074073,0.010935953870393728
4,-18,40.10294117647059,0.014281944287863061
4,-17,39.375,0.014727157346139922
4,-16,34.875,0.013882765581866276
4,-15,36.26744186046512,0.013627700502205513
4,-14,40.06195335276968,0.014957717979979515
4,-13,40.09560846560847,0.018442611612546254
4,-12,40.32843137254902,0.01849803044712897
4,-11,40.073170731707314,0.015583401620049921
4,-10,37.141005291005285,0.014816119213550704
4,-9,40.588235294117645,0.013059890852339101
4,-8,46.34166666666667,0.01450019838994727
4,-7,41.8209219858156,0.014116158262898705
4,-6,43.220050125313286,0.014645862448806338
4,-5,40.726063829787236,0.014214544844938098
4,-4,38.53541666666666,0.013720601544711443
4,-3,42.11139455782313,0.01732685555425178
4,-2,44.778820367416856,0.022777413253945004
4,-1,40.9343962585034,0.023910438931908046
4,0,47.844212304929044,0.02980141849922111
