상태	계약번호	대여차종	대여일시	반납일시	예약채널	고객번호	총청구액	최종수정일시
취소	2022445703	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022529950	올 뉴 모닝 (G)	2020-12-13 13:00	2020-12-15 18:00	모바일	113504823	3,000	2020-11-30
취소	2022525262	스파크 (G)	2020-12-13 14:00	2020-12-15 14:00	모바일	111550329	3,000	2020-11-15
취소	2022529489	K7 PREMIER (G) 2.5	2020-12-13 12:30	2020-12-15 18:30	제휴사	112164709	3,000	2020-12-02
취소	2022536488	LF 쏘나타 뉴라이즈 (L)	2020-12-13 8:30	2020-12-15 17:00	홈페이지	113510592	3,000	2020-12-02
취소	2022562014	올 뉴 아반떼 (G)	2020-12-13 13:30	2020-12-14 13:30	모바일	100301314	3,000	2020-12-01
취소	2022561200	LF 쏘나타 뉴라이즈 (L)	2020-12-13 10:30	2020-12-15 18:30	홈페이지	113532472	3,000	2020-12-01
취소	2022445946	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022555799	K7 PREMIER (G) 2.5	2020-12-13 19:00	2020-12-15 19:00	직접	113310848	3,000	2020-11-30
취소	2022560440	쏘렌토 MQ4 7인승 4WD (D)	2020-12-13 13:00	2020-12-15 19:00	모바일	112661409	3,000	2020-11-30
취소	2022538464	THE NEW K5 (L)	2020-12-13 11:00	2020-12-15 19:00	모바일	113512475	3,000	2020-11-27
취소	2022543557	더 뉴 레이 (G)	2020-12-13 15:30	2020-12-15 19:30	모바일	113255136	3,000	2020-11-20
취소	2022445672	쏘나타 DN8 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-11-10
취소	2022445950	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022475983	스토닉 (D)	2020-12-13 17:00	2020-12-15 14:00	모바일	10563503	3,000	2020-11-23
취소	2022543575	올 뉴 아반떼 (G)	2020-12-13 7:00	2020-12-15 14:00	직접	D00000387	3,000	2020-11-20
취소	2022553035	코나 (G)	2020-12-13 20:00	2020-12-15 20:00	모바일	112401080	3,000	2020-11-25
취소	2022445696	쏘나타 DN8 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022477148	INTERACTIVE K5 (G)	2020-12-13 10:00	2020-12-15 14:00	제휴사	113457002	3,000	2020-10-21
취소	2022445749	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445821	쏘나타 DN8 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-11-30
취소	2022445757	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445760	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445751	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445832	쏘나타 DN8 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-11-26
취소	2022547406	INTERACTIVE K5 (G)	2020-12-13 10:00	2020-12-15 17:00	홈페이지	110779127	3,000	2020-11-23
취소	2022445906	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445754	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022532895	베리 뉴 티볼리 (G)	2020-12-13 10:00	2020-12-15 17:00	모바일	113507572	3,000	2020-11-24
취소	2022445901	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022545150	올 뉴 모닝 (G)	2020-12-13 12:30	2020-12-15 14:30	홈페이지	113518057	3,000	2020-11-27
취소	2022445903	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022538720	G90 3.8 (G)	2020-12-13 12:10	2020-12-14 12:10	모바일	10731242	3,000	2020-11-18
취소	2022555239	더 올 뉴 벨로스터 (G)	2020-12-13 10:00	2020-12-15 17:30	제휴사	110867700	3,000	2020-12-02
취소	2022506218	쏘렌토 MQ4 7인승 4WD (D)	2020-12-13 8:30	2020-12-15 17:30	제휴사	113424754	3,000	2020-12-01
취소	2022541042	스토닉 (D)	2020-12-13 8:00	2020-12-15 17:40	모바일	113514915	3,000	2020-12-03
취소	2022445942	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022540015	아반떼 AD (G) F/L	2020-12-13 12:00	2020-12-19 12:00	해외제휴사	D00000387	3,000	2020-12-02
취소	2022445711	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022563471	더 뉴 카니발 리무진 7인승 (D)	2020-12-13 19:30	2020-12-15 18:00	홈페이지	113534570	3,000	2020-12-02
취소	2022546672	GV80 4WD 7인승 (D)	2020-12-13 19:00	2020-12-15 18:00	모바일	112468135	3,000	2020-11-30
취소	2022538410	올 뉴 아반떼 (G)	2020-12-13 10:30	2020-12-15 18:00	홈페이지	109638455	3,000	2020-11-17
취소	2022445709	INTERACTIVE K5 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022445944	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022519966	더 뉴 쏘렌토 7인승 (D)	2020-12-13 10:00	2020-12-15 16:00	모바일	112441995	3,000	2020-11-19
취소	2022527878	모닝 어반 (G)	2020-12-13 10:00	2020-12-18 22:00	홈페이지	113503081	3,000	2020-11-12
취소	2022522599	더 뉴 카니발 9인승 (D)	2020-12-13 17:00	2020-12-16 10:30	모바일	113486099	3,000	2020-11-24
취소	2022527883	모닝 어반 (G)	2020-12-13 10:00	2020-12-18 22:00	홈페이지	113503081	3,000	2020-11-12
취소	2022541139	더 뉴 그랜드 스타렉스 9인승 (D)	2020-12-13 9:30	2020-12-15 16:00	모바일	113510582	3,000	2020-12-01
취소	2022537690	더 뉴 카니발 하이리무진 9인승 (G)	2020-12-13 10:00	2020-12-14 10:00	홈페이지	111590092	3,000	2020-11-19
취소	2022535969	스파크 (G)	2020-12-13 11:30	2020-12-16 11:30	제휴사	112918686	3,000	2020-11-24
취소	2022507566	셀토스 4WD (D)	2020-12-13 14:30	2020-12-15 16:00	모바일	113484294	3,000	2020-11-26
취소	2022531928	쏘울 부스터 (G)	2020-12-13 11:30	2020-12-16 11:30	모바일	112214935	3,000	2020-11-25
취소	2022532847	아반떼 AD (G) F/L	2020-12-13 8:00	2020-12-16 11:30	홈페이지	113507551	3,000	2020-11-27
취소	2022550016	더 뉴 레이 (G)	2020-12-13 14:30	2020-12-16 12:00	여행사	D00000387	3,000	2020-11-30
취소	2022537304	K7 PREMIER (G) 2.5	2020-12-13 12:00	2020-12-16 12:00	제휴사	113511478	3,000	2020-11-17
취소	2022538191	더 뉴 카니발 9인승 (D)	2020-12-13 12:00	2020-12-15 16:00	직접	113484331	3,000	2020-11-24
취소	2022527888	모닝 어반 (G)	2020-12-13 10:00	2020-12-18 22:00	홈페이지	113503081	3,000	2020-11-12
취소	2022527906	모닝 어반 (G)	2020-12-13 10:00	2020-12-18 22:00	홈페이지	113503081	3,000	2020-11-12
취소	2022553658	코나 (G)	2020-12-13 14:00	2020-12-16 12:30	제휴사	112614958	3,000	2020-11-26
취소	2022542162	더 뉴 카니발 하이리무진 7인승 (D)	2020-12-13 8:00	2020-12-15 16:00	모바일	11019373	3,000	2020-11-23
취소	2022531767	티볼리 (G)	2020-12-13 15:30	2020-12-16 13:00	홈페이지	113506388	3,000	2020-12-03
취소	2022530510	더 뉴 레이 (G)	2020-12-13 10:00	2020-12-15 15:30	모바일	111336379	3,000	2020-11-14
취소	2022563848	LF 쏘나타 뉴라이즈 (G)	2020-12-13 13:00	2020-12-16 13:00	홈페이지	113535226	3,000	2020-12-03
취소	2022515535	올 뉴 모닝 (G)	2020-12-13 15:30	2020-12-16 13:30	제휴사	112155846	3,000	2020-12-02
취소	2022528273	쏠라티 (D) 2.5 15인승	2020-12-13 9:00	2020-12-15 15:30	직접	111710005	3,000	2020-11-30
취소	2022536658	INTERACTIVE K5 (G)	2020-12-13 17:00	2020-12-16 14:00	직접	112356858	3,000	2020-11-26
취소	2022521600	카니발 KA4 9인승 (D)	2020-12-13 9:00	2020-12-15 20:00	직접	113499875	3,000	2020-11-30
취소	2022521601	카니발 KA4 9인승 (D)	2020-12-13 9:00	2020-12-15 20:00	직접	113500056	3,000	2020-11-30
취소	2022506479	셀토스 4WD (D)	2020-12-13 7:40	2020-12-15 20:00	모바일	10306501	3,000	2020-12-02
취소	2022531966	올 뉴 아반떼 (G)	2020-12-13 10:30	2020-12-14 10:30	모바일	111690186	3,000	2020-11-28
취소	2022518518	THE NEW K5 (L)	2020-12-13 7:30	2020-12-15 20:20	모바일	112302182	3,000	2020-11-15
취소	2022445701	쏘나타 DN8 (G)	2020-12-13 13:20	2020-12-15 17:00	직접	D00000387		2020-10-29
취소	2022559176	INTERACTIVE K5 (G)	2020-12-13 13:00	2020-12-15 22:00	모바일	113322922	3,000	2020-11-30
취소	2022539389	G70 2.0 터보 (G)	2020-12-13 17:00	2020-12-15 17:00	홈페이지	112944759	3,000	2020-11-18
취소	2022562500	INTERACTIVE K5 (G)	2020-12-13 13:00	2020-12-15 22:00	모바일	113322922	3,000	2020-12-02
취소	2022558473	INTERACTIVE K5 (G)	2020-12-13 13:00	2020-12-15 22:00	모바일	113322922	3,000	2020-11-30
취소	2022445913	쏘나타 DN8 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-11-30
취소	2022544507	모닝 어반 (G)	2020-12-13 16:00	2020-12-19 12:00	카드사	113517603	3,000	2020-11-20
취소	2022462457	XM3 1.4 (G)	2020-12-13 20:30	2020-12-19 7:00	모바일	113355327	3,000	2020-11-22
취소	2022432169	TESLA MODEL 3 (EV)	2020-12-13 21:00	2020-12-19 12:30	제휴사	113417663		2020-09-27
취소	2022445940	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022538524	LF 쏘나타 뉴라이즈 (L)	2020-12-13 14:00	2020-12-15 14:00	홈페이지	113512498	3,000	2020-11-17
취소	2022445941	INTERACTIVE K5 (G)	2020-12-13 11:50	2020-12-15 14:00	직접	D00000387		2020-10-29
취소	2022543572	모닝 어반 (G)	2020-12-13 8:30	2020-12-15 15:00	홈페이지	113408306	3,000	2020-11-24
취소	2022482252	올 뉴 아반떼 (G)	2020-12-13 10:00	2020-12-14 15:00	제휴사	110326823	3,000	2020-10-23
취소	2022543147	아반떼 AD (G) F/L	2020-12-13 9:30	2020-12-15 15:00	홈페이지	113516601	3,000	2020-11-26
취소	2022546562	아반떼 AD (G) F/L	2020-12-14 17:30	2020-12-17 17:30	모바일	113519497	3,000	2020-11-22
취소	2022537651	쏘울 부스터 (G)	2020-12-14 17:20	2020-12-17 17:30	모바일	113511886	3,000	2020-11-22
취소	2022499548	티볼리 (G)	2020-12-14 22:00	2020-12-17 18:00	직접	113477365	3,000	2020-12-01
취소	2022485936	올 뉴 아반떼 (G)	2020-12-14 11:30	2020-12-17 19:30	제휴사	113465077	3,000	2020-10-26
취소	2022555402	ALL NEW K3 (G)	2020-12-14 18:30	2020-12-17 15:00	모바일	113525721	3,000	2020-11-27
취소	2022493549	쏘렌토 MQ4 7인승 4WD (D)	2020-12-14 12:30	2020-12-17 15:00	홈페이지	113470943	3,000	2020-10-29
취소	2022493606	쏘렌토 MQ4 7인승 4WD (D)	2020-12-14 12:30	2020-12-17 15:00	홈페이지	112936184	3,000	2020-11-29
취소	2022487138	올 뉴 아반떼 (G)	2020-12-14 11:30	2020-12-17 19:30	제휴사	113465077	3,000	2020-10-26
취소	2022512842	THE NEW K5 (G)	2020-12-14 12:00	2020-12-17 18:00	직접	113489334	3,000	2020-11-26
취소	2022548525	스파크 (G)	2020-12-14 17:00	2020-12-17 17:00	모바일	113521212	3,000	2020-12-02
취소	2022463355	올 뉴 아반떼 (G)	2020-12-14 12:00	2020-12-17 19:00	제휴사	110385881	3,000	2020-10-14
취소	2022463391	더 뉴 레이 (G)	2020-12-14 12:00	2020-12-17 19:00	제휴사	D00000387	3,000	2020-10-14
취소	2022508490	LF 쏘나타 뉴라이즈 (G) 펫카	2020-12-14 12:30	2020-12-17 15:30	제휴사	113485267	3,000	2020-11-04
취소	2022546486	코나 (EV)	2020-12-14 7:30	2020-12-17 15:30	모바일	113518887	3,000	2020-11-22
취소	2022522695	코나 (G)	2020-12-14 10:30	2020-12-21 14:00	모바일	113498314	3,000	2020-11-28
취소	2022503505	티볼리 (G)	2020-12-14 11:00	2020-12-18 19:00	모바일	113480906	3,000	2020-11-04
취소	2022554385	더 뉴 카니발 9인승 (D)	2020-12-14 8:00	2020-12-18 18:00	카드사	113429070	3,000	2020-11-26
취소	2022455492	더 뉴 그랜저 2.5 (G)	2020-12-14 13:30	2020-12-21 12:00	홈페이지	113437777	3,000	2020-10-11
취소	2022529262	아반떼 AD (G) F/L	2020-12-14 11:00	2020-12-21 18:00	홈페이지	113504084	3,000	2020-11-13
취소	2022520611	더 뉴 레이 (G)	2020-12-14 12:00	2020-12-18 20:30	홈페이지	113496398	3,000	2020-11-16
취소	2022558359	더 마스터 쏘렌토 4WD 7인승 (D)	2020-12-14 10:00	2020-12-21 19:00	홈페이지	113529838	3,000	2020-11-29
취소	2022527904	그랜저 IG 3.0 (L)	2020-12-14 11:00	2020-12-19 13:00	모바일	113502842	3,000	2020-11-12
취소	2022552047	더 올 뉴 벨로스터 (G)	2020-12-14 12:30	2020-12-19 13:00	제휴사	113484009	3,000	2020-11-25
취소	2022547483	코나 (G)	2020-12-14 9:00	2020-12-18 16:00	모바일	113251951	3,000	2020-11-26
취소	2022417070	더 뉴 레이 (G)	2020-12-14 10:00	2020-12-18 16:00	직접	112720869		2020-10-20
취소	2022535659	더 뉴 레이 (G)	2020-12-14 13:00	2020-12-18 16:00	제휴사	113474672	3,000	2020-11-17
취소	2022553738	스팅어 2.0 터보 (G)	2020-12-14 17:30	2020-12-19 10:30	모바일	109113489	3,000	2020-11-27
취소	2022547457	코나 (G)	2020-12-14 11:00	2020-12-19 11:00	홈페이지	111713436	3,000	2020-11-23
취소	2022530401	그랜저 IG 3.0 (G)	2020-12-14 10:00	2020-12-20 10:00	제휴사	D00000387	3,000	2020-11-22
취소	2022413198	미니쿠퍼 Convertible	2020-12-14 13:30	2020-12-18 15:30	모바일	109881942		2020-10-21
취소	2022530576	K7 PREMIER (G) 2.5	2020-12-14 12:30	2020-12-18 15:00	홈페이지	112886454	3,000	2020-11-14
취소	2022519794	더 뉴 카니발 하이리무진 7인승 (D)	2020-12-14 13:20	2020-12-18 15:00	홈페이지	113493279	3,000	2020-11-09
취소	2022540971	코나 (EV)	2020-12-14 12:30	2020-12-18 14:30	홈페이지	112909098	3,000	2020-11-30
취소	2022540917	코나 (G)	2020-12-14 14:00	2020-12-18 14:00	모바일	100477573	3,000	2020-11-18
취소	2022528829	THE NEW K5 (L)	2020-12-14 7:40	2020-12-18 13:40	여행사	D00000387	3,000	2020-11-30
취소	2022486867	TESLA MODEL 3 (EV)	2020-12-14 13:30	2020-12-18 13:30	홈페이지	113465940	3,000	2020-11-23
취소	2022493130	ALL NEW K3 (G)	2020-12-14 13:00	2020-12-18 13:00	모바일	113471392	3,000	2020-10-29
취소	2022493132	ALL NEW K3 (G)	2020-12-14 13:00	2020-12-18 13:00	모바일	113471392	3,000	2020-10-29
취소	2022505585	셀토스 4WD (D)	2020-12-14 12:00	2020-12-18 13:00	홈페이지	112975281	3,000	2020-11-03
취소	2022545253	스파크 (G)	2020-12-14 14:00	2020-12-22 14:00	모바일	113518167	3,000	2020-11-20
취소	2022557232	셀토스 4WD (D)	2020-12-14 15:00	2020-12-18 12:30	모바일	113528689	3,000	2020-11-28
취소	2022538607	쏘울 부스터 (G)	2020-12-14 13:00	2020-12-18 12:00	모바일	112597117	3,000	2020-11-18
취소	2022528321	더 뉴 그랜저 2.5 (G)	2020-12-14 12:00	2020-12-18 12:00	모바일	110851543	3,000	2020-11-26
취소	2022538959	스토닉 (D)	2020-12-14 12:00	2020-12-18 12:00	모바일	113513072	3,000	2020-11-26
취소	2022462318	셀토스 4WD (D)	2020-12-14 17:00	2020-12-18 10:30	홈페이지	100400547	3,000	2020-11-21
취소	2022560565	싼타페 TM 4WD 7인승 (D)	2020-12-14 10:00	2020-12-22 19:00	홈페이지	113529838	3,000	2020-12-01
취소	2022549739	아반떼 AD (G) F/L	2020-12-14 15:00	2020-12-19 14:00	모바일	113522229	3,000	2020-11-24
취소	2022545182	모닝 어반 (G)	2020-12-14 16:00	2020-12-18 10:00	제휴사	112412438	3,000	2020-11-20
취소	2022526031	모닝 어반 (G)	2020-12-14 10:30	2020-12-18 9:30	모바일	113179641	3,000	2020-11-30
취소	2022540448	LF 쏘나타 뉴라이즈 (L)	2020-12-14 21:00	2020-12-18 8:00	제휴사	113234838	3,000	2020-11-18
취소	2022563067	더 뉴 레이 (G)	2020-12-14 19:00	2020-12-18 8:00	제휴사	112968625	3,000	2020-12-02
취소	2022540509	THE NEW K5 (L)	2020-12-14 21:30	2020-12-18 7:00	제휴사	113234838	3,000	2020-11-30
취소	2022551596	더 뉴 레이 (G)	2020-12-14 19:30	2020-12-17 22:00	홈페이지	113491612	3,000	2020-12-03
취소	2022548919	INTERACTIVE K5 (G)	2020-12-14 11:00	2020-12-19 15:00	모바일	111649297	3,000	2020-11-23
취소	2022551263	올 뉴 아반떼 (G)	2020-12-14 8:20	2020-12-17 20:00	모바일	111849328	3,000	2020-11-24
취소	2022551129	올 뉴 아반떼 (G)	2020-12-14 8:20	2020-12-17 20:00	모바일	111849328	3,000	2020-11-24
취소	2022505745	더 뉴 카니발 9인승 (D)	2020-12-14 11:00	2020-12-16 16:30	여행사	D00000387	3,000	2020-11-28
취소	2022546347	더 뉴 레이 (G)	2020-12-14 9:00	2020-12-16 16:00	모바일	113194267	3,000	2020-11-24
취소	2022473392	THE NEW K5 (L)	2020-12-14 10:00	2020-12-17 12:00	홈페이지	112733090	3,000	2020-11-26
취소	2022487595	팰리세이드 4WD 8인승 (D)	2020-12-14 12:00	2020-12-16 16:00	모바일	110157425	3,000	2020-10-26
취소	2022530281	THE NEW K5 (L)	2020-12-14 10:30	2020-12-16 16:00	홈페이지	113504964	3,000	2020-11-28
취소	2022536966	아반떼 AD (G) F/L	2020-12-14 12:20	2020-12-17 12:20	홈페이지	113451517	3,000	2020-11-30
취소	2022527813	아반떼 AD (G) F/L	2020-12-14 12:20	2020-12-17 12:20	모바일	113451682	3,000	2020-11-18
취소	2022513653	올 뉴 모닝 (G)	2020-12-14 14:30	2020-12-17 12:30	홈페이지	113489946	3,000	2020-11-06
취소	2022548843	더 뉴 레이 (G)	2020-12-14 8:40	2020-12-16 15:40	제휴사	D00000387	3,000	2020-11-23
취소	2022548972	더 올 뉴 벨로스터 (G)	2020-12-14 12:00	2020-12-17 12:30	모바일	113521295	3,000	2020-11-23
취소	2022537249	베리 뉴 티볼리 (G)	2020-12-14 13:30	2020-12-17 13:00	제휴사	113511224	3,000	2020-12-02
취소	2022531858	INTERACTIVE K5 (G)	2020-12-14 11:00	2020-12-16 15:00	모바일	113442991	3,000	2020-11-30
취소	2022558386	THE NEW K5 (G)	2020-12-14 14:00	2020-12-17 13:00	모바일	113529612	3,000	2020-12-01
취소	2022505121	스파크 (G)	2020-12-14 13:00	2020-12-17 13:00	카드사	109882034	3,000	2020-11-18
취소	2022524201	쏘렌토 MQ4 7인승 4WD (D)	2020-12-14 12:00	2020-12-16 14:30	직접	D00000387	3,000	2020-11-11
취소	2022535198	그랜저 IG 3.0 (G)	2020-12-14 10:00	2020-12-16 14:30	홈페이지	10797864	3,000	2020-11-16
취소	2022519560	싼타페 TM 4WD 7인승 (D)	2020-12-14 8:30	2020-12-16 14:10	모바일	113484264	3,000	2020-11-27
취소	2022539882	쏘렌토 MQ4 7인승 4WD (D)	2020-12-14 14:00	2020-12-16 14:00	모바일	111790134	3,000	2020-11-22
취소	2022553184	싼타페 TM 4WD 7인승 (D)	2020-12-14 9:00	2020-12-16 14:00	직접	D00000387	3,000	2020-11-26
취소	2022538081	카니발 KA4 9인승 (D)	2020-12-14 15:00	2020-12-16 14:00	모바일	113512255	3,000	2020-11-26
취소	2022564010	GV80 4WD 7인승 (D)	2020-12-14 10:00	2020-12-16 14:00	홈페이지	110425889	3,000	2020-12-02
